,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual
2325,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Ex,Y,SBrkr,754,640,0,1394,0,0,2,1,3,1,Gd
2326,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,Gd
2327,Gd,TA,PConc,Gd,TA,No,GLQ,574,Unf,0,280,854,GasA,Ex,Y,SBrkr,864,1131,0,1995,0,0,2,1,4,1,Gd
2328,TA,TA,PConc,Gd,TA,No,GLQ,520,Unf,0,395,915,GasA,Ex,Y,SBrkr,940,750,0,1690,1,0,2,1,3,1,TA
2329,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,941,941,GasA,Ex,Y,SBrkr,961,683,0,1644,0,0,2,1,3,1,TA
2330,Gd,TA,PConc,Gd,TA,Av,GLQ,1181,Unf,0,598,1779,GasA,Ex,Y,SBrkr,1779,772,0,2551,1,0,2,1,4,1,Gd
2331,Gd,TA,PConc,Ex,TA,Gd,GLQ,672,Unf,0,736,1408,GasA,Ex,Y,SBrkr,1671,1407,0,3078,1,0,2,1,4,1,Gd
2332,Gd,TA,PConc,Gd,TA,No,GLQ,1048,Unf,0,341,1389,GasA,Ex,Y,SBrkr,1411,1171,0,2582,1,0,2,1,4,1,Gd
2333,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1066,1066,GasA,Ex,Y,SBrkr,1108,1277,0,2385,0,0,2,1,4,1,Gd
2334,Gd,TA,PConc,Ex,TA,No,GLQ,335,Unf,0,770,1105,GasA,Ex,Y,SBrkr,1105,1097,0,2202,1,0,2,1,4,1,Gd
2335,Gd,Gd,PConc,Gd,TA,No,GLQ,1225,Unf,0,100,1325,GasA,Ex,Y,SBrkr,1335,1203,0,2538,0,0,2,1,4,1,Gd
2336,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1369,1369,GasA,Ex,Y,SBrkr,1369,0,0,1369,0,0,2,0,3,1,Gd
2337,Gd,TA,PConc,Gd,TA,No,GLQ,1220,Unf,0,322,1542,GasA,Ex,Y,SBrkr,1542,0,0,1542,1,0,2,0,3,1,Gd
2338,Gd,TA,PConc,Gd,TA,Mn,GLQ,28,Unf,0,1496,1524,GasA,Gd,Y,SBrkr,1534,0,0,1534,0,0,2,0,3,1,Gd
2339,Ex,TA,PConc,Ex,TA,Av,GLQ,1572,Unf,0,394,1966,GasA,Ex,Y,SBrkr,1966,0,0,1966,1,0,2,0,1,1,Ex
2340,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1528,1528,GasA,Ex,Y,SBrkr,1528,0,0,1528,0,0,3,2,3,1,Gd
2341,Gd,TA,PConc,Gd,TA,Av,GLQ,769,Unf,0,769,1538,GasA,Ex,Y,SBrkr,1538,0,0,1538,1,0,2,0,3,1,Gd
2342,Gd,TA,PConc,Gd,Gd,Av,GLQ,778,Unf,0,716,1494,GasA,Ex,Y,SBrkr,1506,0,0,1506,1,0,2,0,3,1,Gd
2343,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,982,GasA,Ex,Y,SBrkr,982,995,0,1977,0,0,2,1,3,1,Gd
2344,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1302,1302,GasA,Ex,Y,SBrkr,1302,528,0,1830,0,0,2,1,3,1,Gd
2345,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1314,1338,GasA,Ex,Y,SBrkr,1338,0,0,1338,0,0,2,0,3,1,Gd
2346,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1335,1335,GasA,Ex,Y,SBrkr,1335,0,0,1335,0,0,2,0,3,1,Gd
2347,Gd,TA,PConc,Gd,TA,Av,GLQ,350,Unf,0,546,896,GasA,Ex,Y,SBrkr,896,896,0,1792,0,0,2,1,3,1,Gd
2348,Gd,TA,CBlock,Gd,TA,None,Unf,0,Unf,0,725,725,GasA,Ex,Y,SBrkr,725,863,0,1588,0,0,3,0,3,1,Gd
2349,Gd,TA,PConc,Ex,TA,Av,GLQ,745,Unf,0,210,955,GasA,Ex,Y,SBrkr,955,925,0,1880,1,0,2,1,3,1,Ex
2350,Ex,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1574,1574,GasA,Ex,Y,SBrkr,1584,0,0,1584,0,0,2,0,2,1,Ex
2351,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1685,1685,GasA,Ex,Y,SBrkr,1685,0,0,1685,0,0,2,0,2,1,Gd
2352,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1158,1158,GasA,Ex,Y,SBrkr,1158,1285,0,2443,0,0,2,1,4,1,Gd
2353,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1100,1100,GasA,Ex,Y,SBrkr,1100,0,0,1100,0,0,1,1,3,1,TA
2354,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1143,0,0,1143,0,0,1,1,3,1,Gd
2355,Gd,TA,PConc,Gd,TA,No,GLQ,729,Unf,0,365,1094,GasA,Ex,Y,SBrkr,1094,0,0,1094,1,0,1,0,3,1,Gd
2356,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1461,1461,GasA,Ex,Y,SBrkr,1486,0,0,1486,0,0,2,0,3,1,Gd
2357,Gd,TA,PConc,Gd,TA,No,ALQ,480,Unf,0,384,864,GasA,Ex,Y,SBrkr,920,900,0,1820,0,0,2,1,3,1,Gd
2358,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,Ex,Y,SBrkr,630,636,0,1266,0,0,1,1,2,1,TA
2359,TA,TA,CBlock,Gd,TA,No,LwQ,138,Rec,351,405,894,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,2,1,TA
2360,TA,TA,CBlock,TA,TA,No,Rec,812,Unf,0,228,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA
2361,Gd,TA,PConc,Gd,TA,No,GLQ,727,Unf,0,496,1223,GasA,Gd,Y,SBrkr,1271,1232,0,2503,1,0,2,1,3,1,Gd
2362,TA,TA,CBlock,Fa,TA,Gd,ALQ,787,Unf,0,250,1037,GasA,TA,Y,SBrkr,1037,0,0,1037,1,0,1,0,2,1,TA
2363,TA,TA,CBlock,Gd,TA,Mn,ALQ,968,Unf,0,76,1044,GasA,TA,Y,SBrkr,1055,0,0,1055,1,0,1,0,2,1,Gd
2364,Gd,TA,PConc,Gd,TA,Av,GLQ,851,Unf,0,527,1378,GasA,Ex,Y,SBrkr,1378,0,0,1378,1,0,2,0,2,1,Gd
2365,Gd,TA,PConc,Gd,TA,No,GLQ,60,Unf,0,1081,1141,GasA,Ex,Y,SBrkr,1151,0,0,1151,1,0,2,0,2,1,Gd
2366,Gd,TA,PConc,Gd,TA,No,GLQ,60,Unf,0,1451,1511,GasA,Ex,Y,SBrkr,1565,0,0,1565,1,0,2,0,2,1,Gd
2367,Gd,TA,PConc,Ex,Gd,No,GLQ,937,Unf,0,415,1352,GasA,Ex,Y,SBrkr,1352,0,0,1352,1,0,2,0,2,1,Gd
2368,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1550,1550,GasA,Ex,Y,SBrkr,1550,0,0,1550,0,0,2,1,2,1,Gd
2369,TA,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,179,744,GasA,Gd,Y,SBrkr,757,744,0,1501,1,0,2,1,3,1,TA
2370,Gd,TA,PConc,Gd,TA,No,GLQ,417,Unf,0,339,756,GasA,Ex,Y,SBrkr,769,804,0,1573,0,0,2,1,3,1,Gd
2371,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1339,1339,GasA,Ex,Y,SBrkr,1358,0,0,1358,0,0,2,0,3,1,Gd
2372,Gd,TA,PConc,Ex,TA,No,GLQ,964,Unf,0,90,1054,GasA,Ex,Y,SBrkr,1072,976,0,2048,1,0,2,1,3,1,Gd
2373,Gd,Gd,PConc,Ex,TA,Mn,GLQ,901,Unf,0,319,1220,GasA,Ex,Y,SBrkr,1220,1142,0,2362,1,0,2,1,3,1,Gd
2374,Gd,TA,PConc,Gd,TA,Gd,LwQ,457,ALQ,1037,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,1,1,Gd
2375,Gd,TA,CBlock,Gd,TA,No,GLQ,1732,Unf,0,270,2002,GasA,Ex,Y,SBrkr,2362,0,0,2362,1,0,2,1,3,1,Gd
2376,Gd,TA,CBlock,Gd,TA,Gd,ALQ,1632,Rec,829,0,2461,GasA,Gd,Y,SBrkr,2497,0,0,2497,1,0,2,0,2,1,Gd
2377,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,912,912,GasA,Ex,Y,SBrkr,1152,0,0,1152,1,0,1,1,3,1,TA
2378,TA,TA,CBlock,TA,TA,No,Rec,915,Unf,0,93,1008,GasA,TA,Y,SBrkr,1403,1008,0,2411,1,0,2,1,4,1,TA
2379,TA,TA,PConc,Gd,TA,Av,BLQ,973,Unf,0,0,973,GasA,Ex,Y,SBrkr,1082,0,0,1082,1,0,1,0,3,1,TA
2380,TA,TA,PConc,Gd,TA,No,ALQ,910,Unf,0,385,1295,GasA,Fa,Y,SBrkr,1295,0,0,1295,1,0,1,1,3,1,TA
2381,TA,TA,CBlock,TA,TA,No,BLQ,346,Unf,0,778,1124,GasA,TA,Y,SBrkr,1610,0,0,1610,0,0,2,0,3,1,Gd
2382,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1594,1594,GasA,Ex,Y,SBrkr,1594,0,0,1594,0,0,2,0,2,1,Gd
2383,Gd,TA,PConc,Gd,TA,No,GLQ,819,Unf,0,329,1148,GasA,Ex,Y,SBrkr,1091,984,0,2075,1,0,2,1,3,1,Gd
2384,TA,TA,CBlock,TA,TA,No,ALQ,792,Unf,0,301,1093,GasA,Gd,Y,SBrkr,1093,0,0,1093,1,0,2,0,3,1,TA
2385,TA,TA,CBlock,TA,TA,No,BLQ,617,Rec,264,171,1052,GasA,TA,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,TA
2386,TA,TA,CBlock,TA,TA,No,ALQ,474,BLQ,38,437,949,GasA,TA,Y,SBrkr,1107,0,0,1107,1,0,1,0,3,1,Gd
2387,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,N,SBrkr,1224,0,0,1224,0,0,2,0,2,2,TA
2388,TA,TA,CBlock,TA,TA,No,Rec,438,LwQ,206,250,894,GasA,Gd,Y,SBrkr,1074,0,0,1074,0,0,1,0,2,1,Gd
2389,TA,TA,CBlock,TA,TA,No,ALQ,311,LwQ,167,386,864,GasA,TA,Y,SBrkr,1187,0,0,1187,1,0,1,0,2,1,TA
2390,TA,Gd,CBlock,TA,TA,No,ALQ,700,Unf,0,264,964,GasA,Ex,Y,SBrkr,964,0,0,964,0,0,1,0,3,1,TA
2391,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA
2392,TA,TA,CBlock,TA,TA,No,BLQ,654,Unf,0,520,1174,GasA,Ex,Y,SBrkr,1200,0,0,1200,0,1,2,0,3,1,TA
2393,TA,TA,CBlock,TA,TA,Gd,GLQ,494,Unf,0,548,1042,GasA,TA,Y,SBrkr,1042,0,0,1042,0,0,2,0,3,1,TA
2394,TA,Gd,CBlock,TA,TA,No,ALQ,414,Unf,0,431,845,GasA,Ex,Y,SBrkr,845,1309,0,2154,0,0,2,1,5,1,TA
2395,TA,TA,CBlock,TA,TA,No,ALQ,54,Rec,543,533,1130,GasA,TA,Y,SBrkr,1374,0,0,1374,0,1,1,0,3,1,TA
2396,TA,Gd,CBlock,TA,TA,Mn,ALQ,1386,Unf,0,206,1592,GasA,Gd,Y,SBrkr,1652,0,0,1652,1,0,1,1,3,1,Gd
2397,TA,TA,PConc,TA,TA,No,LwQ,130,Rec,259,433,822,GasA,TA,Y,SBrkr,908,0,0,908,0,0,1,0,2,1,TA
2398,Fa,Fa,CBlock,Fa,Fa,No,LwQ,299,Unf,0,367,666,GasA,Fa,N,SBrkr,666,0,0,666,0,1,1,0,2,1,Gd
2399,TA,TA,CBlock,TA,TA,No,LwQ,144,Unf,0,226,370,GasA,TA,N,FuseA,442,228,0,670,1,0,1,0,2,1,Fa
2400,TA,TA,CBlock,TA,TA,No,BLQ,150,ALQ,404,254,808,GasA,Ex,Y,SBrkr,808,0,0,808,0,0,1,0,2,1,TA
2401,TA,Gd,CBlock,TA,TA,No,BLQ,368,Unf,0,710,1078,GasA,Ex,Y,SBrkr,1150,0,0,1150,1,0,1,0,2,1,TA
2402,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1560,1560,GasA,TA,Y,SBrkr,1560,0,0,1560,0,0,2,0,4,2,TA
2403,TA,TA,CBlock,TA,TA,Av,GLQ,602,Unf,0,191,793,GasA,Ex,Y,SBrkr,1280,0,0,1280,0,1,2,0,3,1,TA
2404,TA,TA,CBlock,TA,TA,Av,ALQ,600,Unf,0,618,1218,GasA,TA,Y,SBrkr,1254,0,0,1254,1,0,1,0,3,1,TA
2405,TA,TA,CBlock,TA,TA,No,ALQ,873,Unf,0,63,936,GasA,TA,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,Gd
2406,TA,TA,CBlock,TA,TA,No,GLQ,908,Unf,0,100,1008,GasA,Ex,Y,SBrkr,1008,0,0,1008,1,0,1,0,3,1,Fa
2407,TA,TA,CBlock,TA,TA,No,ALQ,288,Unf,0,765,1053,GasA,Gd,Y,SBrkr,1053,0,0,1053,1,0,1,0,3,1,Gd
2408,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1144,1144,GasA,TA,Y,SBrkr,1144,0,0,1144,0,0,1,0,3,1,TA
2409,TA,TA,CBlock,TA,TA,No,BLQ,668,Rec,138,525,1331,GasA,Gd,Y,SBrkr,1721,0,0,1721,0,0,1,0,4,1,TA
2410,TA,TA,CBlock,TA,TA,No,Rec,512,Unf,0,410,922,GasA,TA,Y,FuseA,922,0,0,922,1,0,1,0,2,1,TA
2411,TA,TA,CBlock,TA,TA,Av,Rec,780,Unf,0,424,1204,GasA,TA,Y,SBrkr,1411,0,0,1411,0,0,1,0,3,1,TA
2412,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,928,1216,GasA,TA,Y,SBrkr,1216,0,0,1216,1,0,1,0,3,1,TA
2413,TA,Ex,CBlock,TA,TA,No,BLQ,408,Unf,0,456,864,GasA,Gd,Y,SBrkr,1154,0,0,1154,0,0,1,1,3,1,Ex
2414,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1560,1560,GasA,TA,Y,SBrkr,1560,0,0,1560,0,0,2,0,4,2,TA
2415,TA,TA,CBlock,TA,TA,No,ALQ,441,Unf,0,507,948,GasA,TA,Y,SBrkr,948,0,0,948,0,0,1,0,2,1,TA
2416,TA,TA,CBlock,TA,TA,No,Rec,85,ALQ,955,0,1040,GasA,TA,Y,FuseF,1040,0,0,1040,0,1,1,0,3,1,TA
2417,TA,Gd,CBlock,TA,TA,No,Rec,114,ALQ,691,120,925,GasA,TA,Y,SBrkr,925,0,0,925,1,0,1,0,3,1,Gd
2418,TA,TA,PConc,TA,TA,No,Rec,150,Unf,0,1040,1190,GasA,Gd,Y,SBrkr,1040,500,0,1540,1,0,1,0,4,1,Fa
2419,TA,Gd,CBlock,TA,TA,No,BLQ,793,Unf,0,130,923,GasA,TA,Y,SBrkr,925,0,0,925,1,0,1,0,3,1,TA
2420,TA,TA,CBlock,TA,TA,No,BLQ,595,Rec,354,156,1105,GasA,Gd,Y,SBrkr,1647,0,0,1647,1,0,1,0,3,1,TA
2421,TA,TA,CBlock,TA,TA,No,Rec,292,Unf,0,632,924,GasA,TA,Y,SBrkr,924,0,0,924,0,0,1,0,2,1,TA
2422,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,925,925,GasA,Gd,Y,SBrkr,1000,544,0,1544,0,0,2,0,3,1,TA
2423,TA,TA,CBlock,TA,Fa,No,LwQ,198,Unf,0,1018,1216,GasA,Ex,Y,SBrkr,1216,0,512,1728,1,0,1,0,3,1,TA
2424,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,666,666,GasA,Gd,Y,SBrkr,1308,1778,0,3086,0,0,3,1,4,1,Gd
2425,TA,TA,CBlock,TA,TA,Mn,ALQ,1030,LwQ,66,55,1151,GasA,Ex,Y,SBrkr,845,436,0,1281,1,0,2,0,1,1,TA
2426,TA,Gd,CBlock,Gd,TA,Av,Unf,0,Unf,0,736,736,GasA,Ex,Y,SBrkr,751,783,0,1534,0,0,1,1,3,1,Gd
2427,TA,TA,CBlock,TA,TA,Av,Rec,242,ALQ,483,0,725,GasA,TA,Y,SBrkr,1035,616,0,1651,0,1,2,0,4,1,TA
2428,TA,TA,CBlock,TA,TA,No,ALQ,192,Unf,0,728,920,GasA,Gd,Y,SBrkr,888,0,0,888,0,1,1,0,3,1,TA
2429,TA,TA,CBlock,TA,TA,Mn,Rec,952,Unf,0,0,952,GasA,Gd,Y,SBrkr,952,0,0,952,1,0,1,0,3,1,TA
2430,TA,TA,CBlock,TA,TA,No,LwQ,432,Unf,0,432,864,GasA,Fa,Y,FuseA,1238,0,0,1238,0,0,1,1,3,1,TA
2431,TA,TA,CBlock,TA,TA,No,GLQ,574,Unf,0,466,1040,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,Gd
2432,TA,TA,CBlock,TA,TA,No,Rec,625,Unf,0,545,1170,GasA,TA,Y,SBrkr,1170,0,0,1170,0,1,1,0,3,1,TA
2433,TA,TA,CBlock,TA,TA,No,Rec,739,Unf,0,503,1242,GasA,Gd,Y,FuseA,1242,0,0,1242,1,0,1,1,3,1,TA
2434,TA,TA,CBlock,TA,TA,No,BLQ,1098,Rec,154,125,1377,GasA,TA,Y,SBrkr,1377,0,0,1377,1,0,1,0,3,1,TA
2435,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,925,0,0,925,0,0,1,0,3,1,TA
2436,TA,TA,CBlock,TA,TA,No,ALQ,110,BLQ,442,312,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA
2437,TA,TA,CBlock,TA,TA,Av,ALQ,734,Unf,0,162,896,GasA,TA,Y,SBrkr,936,0,0,936,1,0,1,0,3,1,TA
2438,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,850,850,GasA,TA,Y,SBrkr,960,0,0,960,0,0,1,0,2,1,TA
2439,TA,TA,BrkTil,TA,TA,No,Rec,276,Unf,0,569,845,GasA,TA,Y,SBrkr,866,430,0,1296,0,0,1,0,3,1,TA
2440,TA,TA,PConc,Fa,Fa,No,LwQ,782,Unf,0,240,1022,GasA,TA,N,FuseF,1022,0,0,1022,1,0,1,0,2,1,Fa
2441,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,967,967,GasA,Gd,Y,SBrkr,967,0,0,967,0,0,1,0,2,1,TA
2442,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,808,808,GasA,Ex,Y,SBrkr,1072,0,0,1072,0,0,1,0,2,1,TA
2443,TA,TA,BrkTil,TA,Fa,No,BLQ,130,Unf,0,550,680,GasA,Ex,Y,SBrkr,680,494,0,1174,0,0,1,0,2,1,Gd
2444,TA,TA,BrkTil,Fa,TA,No,LwQ,122,Rec,448,0,570,GasA,Gd,N,SBrkr,761,380,0,1141,0,0,1,0,3,1,TA
2445,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1075,1075,GasA,Ex,Y,SBrkr,1156,642,0,1798,0,0,2,1,4,1,TA
2446,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,725,725,GasA,Ex,N,SBrkr,909,863,0,1772,0,0,2,1,3,1,Gd
2447,TA,TA,BrkTil,TA,TA,No,LwQ,196,Rec,210,322,728,GasA,TA,Y,SBrkr,914,728,0,1642,0,1,1,1,4,1,TA
2448,TA,TA,BrkTil,TA,TA,No,BLQ,168,Unf,0,448,616,GasA,Ex,Y,SBrkr,616,616,0,1232,0,0,1,0,3,1,TA
2449,TA,TA,CBlock,Gd,Gd,No,BLQ,259,Unf,0,667,926,GasA,TA,Y,SBrkr,991,659,0,1650,0,0,2,0,3,1,TA
2450,TA,Gd,BrkTil,TA,Fa,No,Rec,316,Unf,0,371,687,GasA,Gd,Y,SBrkr,687,671,0,1358,0,0,1,1,3,1,Gd
2451,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,819,819,GasA,TA,Y,FuseA,1312,1142,0,2454,0,0,2,0,3,1,TA
2452,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,968,0,0,968,0,0,1,0,2,1,TA
2453,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1382,0,0,1382,0,0,2,0,1,1,TA
2454,TA,Gd,PConc,TA,TA,No,LwQ,317,Rec,227,212,756,GasA,TA,N,FuseA,916,144,0,1060,1,0,1,0,1,1,TA
2455,TA,TA,CBlock,Fa,TA,No,Rec,910,Unf,0,0,910,GasA,TA,Y,SBrkr,910,525,0,1435,1,0,1,0,3,1,TA
2456,TA,Gd,CBlock,TA,TA,No,Rec,306,Unf,0,422,728,GasA,Ex,Y,SBrkr,728,546,0,1274,0,0,2,0,3,1,TA
2457,TA,TA,CBlock,TA,TA,Mn,Rec,276,Unf,0,324,600,GasA,Ex,Y,SBrkr,608,624,0,1232,0,0,1,1,3,1,TA
2458,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,884,0,0,884,0,0,1,0,2,1,TA
2459,TA,TA,BrkTil,TA,TA,No,LwQ,52,Unf,0,809,861,GasA,Gd,Y,SBrkr,861,548,0,1409,1,0,1,1,3,1,TA
2460,TA,Gd,BrkTil,TA,TA,No,Rec,48,Unf,0,624,672,GasA,Ex,Y,SBrkr,899,423,0,1322,1,0,1,0,4,1,TA
2461,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,966,966,GasA,Ex,Y,SBrkr,1014,412,0,1426,0,0,1,0,3,1,TA
2462,TA,TA,BrkTil,TA,TA,No,ALQ,351,Unf,0,405,756,GasA,Gd,Y,FuseA,903,378,0,1281,1,0,1,0,2,1,Gd
2463,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1100,1100,GasA,Ex,Y,FuseA,1100,1164,0,2264,0,0,2,1,4,1,TA
2464,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,752,624,0,1376,0,0,1,0,3,1,Gd
2465,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,750,750,GasA,TA,Y,SBrkr,960,356,0,1316,0,0,1,0,4,1,TA
2466,TA,TA,BrkTil,TA,TA,No,Rec,336,Unf,0,336,672,GasA,Gd,N,FuseA,672,672,0,1344,1,0,1,1,3,1,Gd
2467,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,592,592,GasA,TA,N,FuseA,933,240,0,1173,0,0,2,0,3,1,TA
2468,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,969,969,GasA,TA,N,FuseA,969,245,0,1214,0,0,1,0,2,1,TA
2469,TA,TA,CBlock,TA,TA,No,BLQ,375,Unf,0,366,741,GasA,Fa,Y,SBrkr,1497,797,0,2294,0,0,3,0,5,1,TA
2470,TA,Ex,CBlock,TA,TA,No,LwQ,354,Rec,398,224,976,GasA,Ex,Y,SBrkr,976,976,0,1952,0,0,1,1,4,1,Gd
2471,TA,TA,CBlock,TA,Fa,No,LwQ,375,Unf,0,763,1138,GasA,Gd,Y,SBrkr,1138,1042,0,2180,0,0,1,1,3,1,TA
2472,TA,TA,BrkTil,Fa,TA,No,Rec,681,ALQ,127,0,808,GasA,TA,Y,SBrkr,838,477,0,1315,1,0,2,0,3,1,TA
2473,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,771,771,GasA,Fa,Y,SBrkr,866,504,114,1484,0,0,2,0,3,1,TA
2474,TA,Gd,CBlock,TA,TA,No,ALQ,288,Unf,0,717,1005,GasA,TA,Y,SBrkr,1262,1005,0,2267,1,0,1,1,3,1,TA
2475,TA,TA,CBlock,TA,TA,No,ALQ,485,Unf,0,187,672,GasA,TA,N,SBrkr,778,504,0,1282,1,0,1,0,2,1,TA
2476,TA,TA,CBlock,Gd,TA,Av,ALQ,925,Unf,0,0,925,GasA,TA,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,TA
2477,TA,TA,CBlock,Gd,TA,Av,BLQ,785,Unf,0,635,1420,GasA,Gd,Y,SBrkr,1452,0,0,1452,1,0,1,0,2,1,TA
2478,TA,TA,CBlock,TA,TA,No,Rec,513,LwQ,144,348,1005,GasA,TA,Y,SBrkr,1005,0,0,1005,1,0,1,0,3,1,TA
2479,Gd,Gd,CBlock,TA,TA,Gd,LwQ,68,BLQ,722,190,980,GasA,TA,Y,SBrkr,1020,0,0,1020,0,1,2,0,3,1,TA
2480,TA,TA,CBlock,TA,TA,Av,Rec,249,BLQ,761,30,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA
2481,TA,TA,CBlock,Gd,TA,Av,GLQ,748,Unf,0,20,768,GasA,Gd,Y,SBrkr,868,0,0,868,1,0,1,0,2,1,TA
2482,TA,TA,CBlock,TA,TA,Mn,Rec,168,BLQ,288,420,876,GasA,TA,Y,SBrkr,897,0,0,897,0,0,1,0,3,1,TA
2483,TA,Gd,CBlock,TA,TA,No,LwQ,114,BLQ,529,300,943,GasA,TA,Y,SBrkr,943,0,0,943,1,0,1,0,2,1,TA
2484,TA,Gd,CBlock,TA,TA,No,Rec,216,ALQ,435,261,912,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,3,1,Gd
2485,TA,TA,CBlock,TA,TA,No,Rec,386,ALQ,522,332,1240,GasA,Gd,Y,SBrkr,1375,0,0,1375,1,0,1,0,3,1,TA
2486,TA,Fa,CBlock,Gd,TA,No,BLQ,267,Unf,0,404,671,GasA,Fa,Y,SBrkr,1567,1087,0,2654,0,0,3,0,4,1,TA
2487,TA,TA,BrkTil,TA,TA,No,ALQ,258,Unf,0,422,680,GasA,Ex,Y,FuseA,798,504,0,1302,0,0,1,1,2,1,Gd
2488,TA,TA,CBlock,TA,TA,No,Rec,736,Unf,0,231,967,GasA,TA,Y,SBrkr,1299,0,0,1299,0,0,1,0,3,1,Gd
2489,TA,TA,CBlock,TA,TA,Mn,Rec,190,BLQ,873,95,1158,GasA,TA,Y,SBrkr,1176,0,0,1176,1,0,1,0,3,1,TA
2490,Fa,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,N,FuseA,998,0,0,998,0,0,1,0,3,1,TA
2491,TA,TA,PConc,Gd,TA,No,BLQ,299,LwQ,891,0,1190,GasA,Ex,Y,SBrkr,1522,0,0,1522,0,0,2,0,3,1,TA
2492,TA,Gd,CBlock,TA,Gd,Mn,BLQ,300,Unf,0,109,409,GasA,Ex,Y,SBrkr,1325,0,0,1325,0,0,2,0,3,1,Gd
