MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OverallCond,OverallQual,PavedDrive,RoofMatl,SaleCondition,SalePrice,SaleType,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YrSold
Stone,None,0,9,NWAmes,6,7,Y,CompShg,Normal,,WD,Pave,7,1529.0,0,1978,2007
BrkFace,None,0,3,NWAmes,5,7,Y,WdShake,Normal,,WD,Pave,9,780.0,192,1979,2007
BrkFace,None,0,8,NWAmes,6,6,Y,CompShg,Normal,,WD,Pave,6,1153.0,204,1984,2007
BrkFace,None,0,8,NWAmes,5,6,Y,CompShg,Normal,,WD,Pave,5,1259.0,240,1979,2007
BrkFace,None,0,9,NWAmes,5,6,Y,CompShg,Normal,,WD,Pave,6,1625.0,0,1971,2007
Stone,None,0,2,NWAmes,6,7,Y,CompShg,Normal,,WD,Pave,5,1228.0,407,1976,2007
None,None,0,11,NWAmes,6,6,Y,CompShg,Normal,,WD,Pave,8,1084.0,0,1974,2007
None,None,0,9,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,7,925.0,252,1970,2007
BrkFace,None,0,10,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,5,914.0,120,1970,2007
None,None,0,7,NAmes,7,4,Y,CompShg,Normal,,WD,Pave,4,914.0,140,1961,2007
None,None,0,7,NAmes,5,6,Y,CompShg,Normal,,WD,Pave,5,1337.0,136,2001,2007
None,None,0,10,NAmes,5,6,Y,CompShg,Normal,,WD,Pave,5,1405.0,0,1997,2007
BrkFace,None,0,2,BrDale,6,6,Y,CompShg,Normal,,WD,Pave,6,525.0,144,1973,2007
BrkFace,None,0,12,BrDale,5,6,Y,CompShg,Normal,,WD,Pave,7,672.0,0,1973,2007
None,None,0,4,NPkVill,7,7,Y,CompShg,Normal,,WD,Pave,4,1061.0,108,1978,2007
BrkFace,None,0,11,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,5,988.0,0,1966,2007
Stone,None,0,8,NridgHt,5,9,Y,CompShg,Partial,,New,Pave,7,1790.0,186,2006,2007
Stone,None,0,6,NridgHt,5,8,Y,CompShg,Partial,,New,Pave,7,1694.0,0,2006,2007
None,None,0,11,NridgHt,5,8,Y,CompShg,Partial,,New,Pave,7,2108.0,130,2007,2007
BrkFace,None,0,12,NridgHt,5,9,Y,CompShg,Partial,,New,Pave,8,1934.0,268,2007,2007
BrkFace,None,0,3,NridgHt,5,8,Y,CompShg,Partial,,New,Pave,11,1108.0,120,2006,2007
BrkFace,None,0,8,NridgHt,5,10,Y,CompShg,Normal,,WD,Pave,7,1994.0,188,2005,2007
Stone,None,0,10,NridgHt,5,9,Y,CompShg,Partial,,New,Pave,8,2552.0,130,2007,2007
BrkFace,None,0,5,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,9,1704.0,282,2005,2007
BrkFace,None,0,8,NridgHt,5,10,Y,CompShg,Partial,,New,Pave,7,2320.0,192,2007,2007
None,None,0,6,NridgHt,5,8,Y,CompShg,Partial,,New,Pave,7,1582.0,0,2007,2007
Stone,None,0,9,NridgHt,5,8,Y,CompShg,Partial,,New,Pave,8,918.0,172,2007,2007
Stone,None,0,6,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,7,1802.0,158,2006,2007
BrkFace,None,0,8,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,11,1706.0,194,2004,2007
BrkFace,None,0,1,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,7,1317.0,192,2003,2007
Stone,None,0,8,NridgHt,5,8,Y,CompShg,Partial,,New,Pave,8,895.0,196,2007,2007
BrkFace,None,0,5,NridgHt,5,7,Y,CompShg,Normal,,WD,Pave,7,1614.0,100,2005,2007
BrkFace,None,0,1,NridgHt,5,8,Y,CompShg,Normal,,WD,Pave,7,1721.0,168,2005,2007
None,None,0,2,NridgHt,5,8,Y,CompShg,Partial,,New,Pave,7,1298.0,0,2006,2007
Stone,None,0,8,NridgHt,5,6,Y,CompShg,Partial,,New,Pave,5,1302.0,110,2005,2007
Stone,None,0,5,NridgHt,5,6,Y,CompShg,Normal,,WD,Pave,5,1302.0,110,2005,2007
Stone,None,0,6,NridgHt,5,6,Y,CompShg,Normal,,WD,Pave,6,1362.0,192,2005,2007
Stone,None,0,5,NridgHt,5,8,Y,CompShg,Normal,,CWD,Pave,6,1554.0,156,2006,2007
BrkFace,None,0,5,NridgHt,5,9,Y,CompShg,Normal,,WD,Pave,6,1577.0,203,2005,2007
BrkFace,None,0,9,NridgHt,5,8,Y,CompShg,Partial,,New,Pave,6,1324.0,0,2006,2007
Stone,None,0,3,NridgHt,5,7,Y,CompShg,Normal,,WD,Pave,6,1405.0,136,2003,2007
None,None,0,5,Gilbert,5,6,Y,CompShg,Partial,,New,Pave,7,768.0,100,2007,2007
None,None,0,6,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,6,768.0,100,2005,2007
Stone,None,0,5,Gilbert,5,7,Y,CompShg,Partial,,New,Pave,6,608.0,100,2006,2007
None,None,0,3,Gilbert,5,6,Y,CompShg,Partial,,New,Pave,7,738.0,100,2006,2007
None,None,0,6,Gilbert,5,6,Y,CompShg,Partial,,New,Pave,6,698.0,0,2006,2007
None,Shed,2000,6,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,6,1326.0,120,2005,2007
Stone,None,0,12,Gilbert,5,6,Y,CompShg,Partial,,New,Pave,6,752.0,100,2007,2007
Stone,None,0,7,Gilbert,5,7,Y,CompShg,Partial,,New,Pave,7,728.0,100,2007,2007
BrkFace,None,0,8,Gilbert,6,7,Y,CompShg,Partial,,New,Pave,6,1246.0,0,2007,2007
BrkFace,None,0,11,Blmngtn,5,8,Y,CompShg,Normal,,WD,Pave,7,1406.0,143,2003,2007
BrkFace,None,0,8,Blmngtn,5,7,Y,CompShg,Partial,,New,Pave,6,1266.0,100,2007,2007
None,None,0,4,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,5,835.0,100,2004,2007
None,None,0,6,Gilbert,5,7,Y,CompShg,Family,,WD,Pave,8,384.0,100,2004,2007
None,None,0,4,Gilbert,5,7,Y,CompShg,Partial,,New,Pave,6,1510.0,100,2006,2007
None,None,0,10,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,7,384.0,100,2003,2007
BrkFace,None,0,7,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,8,847.0,0,2003,2007
None,None,0,7,Gilbert,5,7,Y,CompShg,Normal,,WD,Pave,8,854.0,264,2002,2007
None,None,0,6,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,7,915.0,0,2000,2007
None,None,0,5,Gilbert,5,6,Y,CompShg,Normal,,WD,Pave,7,941.0,460,1999,2007
BrkFace,None,0,6,NoRidge,5,8,Y,CompShg,Normal,,WD,Pave,8,1779.0,76,1997,2007
BrkFace,None,0,7,NoRidge,5,9,Y,CompShg,Normal,,WD,Pave,9,1408.0,108,1998,2007
None,None,0,1,NoRidge,5,8,Y,CompShg,Normal,,WD,Pave,9,1389.0,286,1998,2007
BrkFace,None,0,5,NoRidge,5,7,Y,CompShg,Normal,,WD,Pave,8,1066.0,120,1998,2007
BrkFace,None,0,9,NoRidge,5,8,Y,CompShg,Normal,,WD,Pave,9,1105.0,0,1992,2007
BrkFace,None,0,5,NoRidge,5,8,Y,CompShg,Normal,,WD,Pave,8,1325.0,198,1996,2007
None,None,0,9,Somerst,6,7,Y,CompShg,Partial,,New,Pave,5,1369.0,0,2007,2007
BrkFace,None,0,7,Somerst,5,8,Y,CompShg,Partial,,New,Pave,6,1542.0,168,2007,2007
BrkFace,None,0,1,Somerst,5,8,Y,CompShg,Family,,WD,Pave,7,1524.0,168,2006,2007
BrkFace,None,0,10,Somerst,5,10,Y,CompShg,Partial,,New,Pave,6,1966.0,76,2007,2007
None,None,0,9,Somerst,5,7,Y,CompShg,Partial,,New,Pave,6,1528.0,0,2007,2007
BrkFace,None,0,12,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,7,1538.0,146,2005,2007
BrkFace,None,0,4,Somerst,5,7,Y,CompShg,Normal,,WD,Pave,7,1494.0,192,2005,2007
None,None,0,7,Somerst,5,7,Y,CompShg,Family,,WD,Pave,7,982.0,240,2006,2007
None,None,0,3,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,7,1302.0,0,2006,2007
None,None,0,11,Somerst,5,8,Y,CompShg,Partial,,New,Pave,6,1338.0,0,2007,2007
None,None,0,6,Somerst,5,7,Y,CompShg,Partial,,New,Pave,6,1335.0,0,2006,2007
None,None,0,11,Somerst,5,8,Y,CompShg,Partial,,New,Pave,8,896.0,184,2007,2007
None,None,0,7,Somerst,5,5,Y,CompShg,Partial,,New,Pave,8,725.0,0,2007,2007
None,None,0,12,Somerst,5,8,Y,CompShg,Partial,,New,Pave,8,955.0,168,2007,2007
None,None,0,5,Somerst,5,8,Y,CompShg,Partial,,New,Pave,6,1574.0,0,2007,2007
BrkFace,None,0,4,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,5,1685.0,112,2006,2007
BrkFace,None,0,6,Somerst,5,6,Y,CompShg,Normal,,WD,Pave,9,1158.0,193,2004,2007
None,None,0,6,SawyerW,5,6,Y,CompShg,Partial,,New,Pave,6,1100.0,0,2006,2007
None,None,0,10,SawyerW,5,7,Y,CompShg,Normal,,WD,Pave,5,1143.0,0,2006,2007
BrkFace,None,0,5,SawyerW,5,5,Y,CompShg,Normal,,WD,Pave,6,1094.0,0,2003,2007
BrkFace,None,0,6,SawyerW,5,7,Y,CompShg,Normal,,WD,Pave,7,1461.0,0,2006,2007
None,None,0,5,SawyerW,5,6,Y,CompShg,Normal,,WD,Pave,7,864.0,144,1993,2007
None,None,0,7,SawyerW,5,6,Y,CompShg,Normal,,WD,Pave,5,630.0,340,1980,2007
None,None,0,3,Sawyer,5,5,Y,CompShg,Normal,,WD,Pave,5,894.0,192,1977,2007
None,None,0,6,Sawyer,7,5,Y,CompShg,Normal,,WD,Pave,5,1040.0,188,1968,2007
BrkFace,None,0,2,Veenker,5,7,Y,CompShg,Normal,,WD,Pave,7,1223.0,0,1990,2007
BrkFace,None,0,8,Sawyer,5,5,Y,CompShg,Normal,,WD,Pave,5,1037.0,136,1974,2007
None,None,0,1,Sawyer,7,6,Y,CompShg,Abnorml,,WD,Pave,5,1044.0,455,1973,2007
None,None,0,7,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,6,1378.0,160,2004,2007
Stone,None,0,2,Somerst,5,8,Y,CompShg,Partial,,New,Pave,5,1141.0,0,2006,2007
Stone,None,0,2,Somerst,5,8,Y,CompShg,Partial,,New,Pave,5,1511.0,0,2006,2007
None,None,0,8,Somerst,5,7,Y,CompShg,Partial,,New,Pave,5,1352.0,0,2006,2007
None,None,0,7,Somerst,5,8,Y,CompShg,Partial,,New,Pave,5,1550.0,0,2006,2007
BrkFace,None,0,9,Somerst,5,6,Y,CompShg,Normal,,WD,Pave,6,744.0,0,1999,2007
BrkFace,None,0,9,Somerst,5,6,Y,CompShg,Normal,,WD,Pave,4,756.0,0,2000,2007
None,None,0,12,Somerst,5,7,Y,CompShg,Normal,,COD,Pave,5,1339.0,176,1999,2007
None,None,0,8,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,8,1054.0,0,2003,2007
None,None,0,6,Somerst,5,8,Y,CompShg,Normal,,WD,Pave,8,1220.0,147,1998,2007
None,None,0,5,Veenker,5,8,Y,CompShg,Normal,,WD,Pave,5,1494.0,0,1994,2007
BrkFace,None,0,3,Veenker,6,7,Y,CompShg,Normal,,WD,Pave,8,2002.0,180,1980,2007
None,None,0,3,Veenker,5,8,Y,CompShg,Normal,,WD,Pave,7,2461.0,266,1981,2007
BrkFace,None,0,9,NWAmes,6,6,Y,CompShg,Normal,,CWD,Pave,7,912.0,0,1968,2007
BrkFace,None,0,6,NWAmes,6,6,Y,CompShg,Normal,,WD,Pave,8,1008.0,0,1970,2007
None,None,0,1,NWAmes,6,6,Y,CompShg,Normal,,WD,Pave,6,973.0,160,1969,2007
BrkFace,None,0,4,NWAmes,5,6,Y,CompShg,Normal,,WD,Pave,6,1295.0,0,1968,2007
None,None,0,5,NWAmes,7,7,Y,CompShg,Normal,,WD,Pave,8,1124.0,202,1972,2007
BrkFace,None,0,7,NWAmes,6,7,Y,CompShg,Normal,,WD,Pave,6,1594.0,190,1993,2007
BrkFace,None,0,8,NWAmes,6,7,Y,CompShg,Normal,,WD,Pave,8,1148.0,235,1993,2007
None,Shed,400,11,NWAmes,7,6,Y,CompShg,Normal,,WD,Pave,6,1093.0,224,1966,2007
BrkFace,None,0,2,NWAmes,5,6,Y,CompShg,Normal,,COD,Pave,6,1052.0,0,1963,2007
None,None,0,3,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,5,949.0,88,1967,2007
None,None,0,4,NAmes,5,4,Y,CompShg,Normal,,WD,Pave,8,0.0,0,1964,2007
None,None,0,1,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,6,894.0,0,1956,2007
None,None,0,8,NAmes,5,5,Y,CompShg,Normal,,CWD,Pave,6,864.0,128,1961,2007
BrkFace,None,0,2,NAmes,7,5,Y,CompShg,Normal,,WD,Pave,5,964.0,170,1961,2007
None,None,0,1,NAmes,7,5,Y,CompShg,Normal,,WD,Pave,5,894.0,0,1960,2007
BrkFace,None,0,10,NAmes,6,7,Y,CompShg,Normal,,CWD,Pave,6,1174.0,0,1966,2007
BrkFace,None,0,5,NAmes,5,6,Y,CompShg,Normal,,WD,Pave,5,1042.0,192,1965,2007
BrkFace,None,0,7,NAmes,7,6,Y,CompShg,Normal,,WD,Pave,8,845.0,0,1964,2007
BrkFace,None,0,8,NAmes,5,6,Y,CompShg,Normal,,WD,Pave,7,1130.0,0,1964,2007
BrkFace,None,0,7,NAmes,7,6,Y,CompShg,Normal,,WD,Pave,6,1592.0,0,1959,2007
None,None,0,10,NAmes,7,5,Y,CompShg,Normal,,WD,Pave,4,822.0,284,1940,2007
None,None,0,4,BrkSide,3,3,N,CompShg,Normal,,WD,Pave,4,666.0,0,1946,2007
None,Shed,2000,7,BrkSide,5,3,N,CompShg,Normal,,WD,Pave,4,370.0,0,1945,2007
None,None,0,7,BrkSide,8,5,N,CompShg,Normal,,COD,Pave,5,808.0,143,1958,2007
BrkFace,None,0,10,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,6,1078.0,0,1955,2007
None,None,0,5,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,8,1560.0,0,1968,2007
BrkFace,None,0,6,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,6,793.0,140,1966,2007
BrkFace,None,0,5,NAmes,5,6,Y,CompShg,Normal,,WD,Pave,6,1218.0,0,1961,2007
None,None,0,9,NAmes,7,6,Y,CompShg,Normal,,WD,Pave,4,936.0,0,1957,2007
BrkCmn,None,0,12,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,6,1008.0,0,1956,2007
None,None,0,7,NAmes,7,5,Y,CompShg,Normal,,WD,Pave,6,1053.0,240,1963,2007
BrkCmn,None,0,6,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,6,1144.0,0,1960,2007
BrkFace,None,0,4,NAmes,6,6,Y,CompShg,Normal,,WD,Pave,8,1331.0,0,1957,2007
None,None,0,4,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,5,922.0,0,1957,2007
None,None,0,6,NAmes,6,5,Y,CompShg,Normal,,COD,Pave,7,1204.0,278,1955,2007
None,None,0,8,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,5,1216.0,0,1955,2007
None,None,0,7,NAmes,9,5,Y,CompShg,Normal,,WD,Pave,6,864.0,63,1953,2007
Stone,None,0,12,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,8,1560.0,0,1958,2007
None,None,0,4,NAmes,6,6,N,CompShg,Normal,,WD,Pave,5,948.0,0,1952,2007
None,None,0,6,NAmes,7,6,Y,CompShg,Normal,,WD,Pave,6,1040.0,0,1953,2007
None,None,0,6,NAmes,8,5,Y,CompShg,Normal,,WD,Pave,5,925.0,152,1956,2007
None,None,0,8,NAmes,4,4,Y,CompShg,Normal,,WD,Pave,7,1190.0,0,1955,2007
None,None,0,3,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,5,923.0,81,1955,2007
None,None,0,2,NAmes,6,4,Y,CompShg,Normal,,WD,Pave,6,1105.0,225,1953,2007
None,Shed,400,6,OldTown,5,5,Y,CompShg,Normal,,WD,Pave,6,924.0,0,1952,2007
None,None,0,4,OldTown,7,4,N,CompShg,Normal,,WD,Pave,7,925.0,231,1890,2007
None,None,0,6,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,7,1216.0,200,1953,2007
None,None,0,11,NAmes,4,5,Y,CompShg,Family,,WD,Pave,9,666.0,0,1935,2007
None,None,0,8,OldTown,7,4,Y,CompShg,Abnorml,,WD,Pave,6,1151.0,0,1925,2007
None,None,0,7,OldTown,9,5,N,CompShg,Normal,,WD,Pave,6,736.0,0,1895,2007
BrkFace,None,0,10,NAmes,5,7,Y,CompShg,Normal,,WD,Pave,6,725.0,460,1963,2007
BrkFace,None,0,2,NAmes,7,5,Y,CompShg,Abnorml,,COD,Pave,5,920.0,0,1961,2007
BrkFace,None,0,8,NAmes,6,6,Y,CompShg,Normal,,WD,Pave,5,952.0,0,1968,2007
None,None,0,11,NAmes,3,5,Y,CompShg,Normal,,WD,Pave,6,864.0,0,1950,2007
None,Shed,0,7,NAmes,7,5,Y,CompShg,Normal,,WD,Pave,6,1040.0,0,1959,2007
None,None,0,3,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,6,1170.0,0,1958,2007
None,None,0,5,NAmes,5,5,Y,CompShg,Family,,WD,Pave,6,1242.0,0,1960,2007
None,None,0,11,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,6,1377.0,0,1960,2007
None,None,0,7,NAmes,6,5,Y,CompShg,Normal,,WD,Pave,7,0.0,0,1961,2007
None,None,0,12,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,5,864.0,58,1962,2007
None,None,0,10,NAmes,5,5,Y,CompShg,Normal,,WD,Pave,6,896.0,24,1962,2007
None,None,0,4,OldTown,7,5,Y,CompShg,Normal,,WD,Pave,5,850.0,0,1926,2007
None,None,0,7,OldTown,6,6,Y,CompShg,Normal,,WD,Pave,6,845.0,0,1927,2007
None,None,0,2,OldTown,5,5,N,CompShg,Normal,,WD,Pave,4,1022.0,0,1922,2007
None,None,0,7,OldTown,6,5,N,CompShg,Normal,,WD,Pave,5,967.0,0,1920,2007
Stone,None,0,5,OldTown,8,5,Y,CompShg,Normal,,WD,Pave,5,808.0,0,1940,2007
None,None,0,6,OldTown,8,5,Y,CompShg,Normal,,WD,Pave,6,680.0,116,1900,2007
None,None,0,5,OldTown,6,4,Y,CompShg,Normal,,ConLw,Pave,6,570.0,0,1900,2007
None,None,0,5,OldTown,8,4,N,CompShg,Normal,,WD,Pave,7,1075.0,0,1900,2007
None,None,0,5,OldTown,9,8,Y,CompShg,Normal,,WD,Pave,7,725.0,0,1910,2007
None,None,0,3,OldTown,6,6,Y,CompShg,Abnorml,,WD,Pave,9,728.0,0,1927,2007
None,None,0,6,OldTown,7,5,Y,CompShg,Normal,,WD,Pave,6,616.0,280,1910,2007
None,None,0,11,OldTown,8,6,N,CompShg,Normal,,WD,Pave,6,926.0,128,1910,2007
None,None,0,7,OldTown,7,5,Y,CompShg,Partial,,WD,Pave,6,687.0,0,1930,2007
None,None,0,2,OldTown,8,7,N,CompShg,Normal,,WD,Pave,8,819.0,0,1879,2007
None,None,0,5,OldTown,6,4,Y,CompShg,Normal,,WD,Pave,5,0.0,0,1956,2007
None,None,0,5,OldTown,7,4,Y,CompShg,Normal,,WD,Pave,6,0.0,0,1949,2007
None,None,0,8,BrkSide,7,5,Y,CompShg,Normal,,WD,Pave,6,756.0,0,1925,2007
None,None,0,3,BrkSide,6,5,Y,CompShg,Normal,,WD,Pave,6,910.0,0,1950,2007
None,None,0,3,BrkSide,7,5,Y,CompShg,Normal,,CWD,Pave,6,728.0,0,1939,2007
None,None,0,2,BrkSide,6,6,Y,CompShg,Normal,,WD,Pave,6,600.0,0,1939,2007
None,None,0,7,BrkSide,7,5,Y,CompShg,Normal,,WD,Pave,5,884.0,0,1939,2007
None,None,0,3,BrkSide,5,6,Y,CompShg,Normal,,WD,Pave,6,861.0,225,1938,2007
None,None,0,7,BrkSide,8,5,Y,CompShg,Normal,,WD,Pave,7,672.0,0,1939,2007
None,None,0,7,BrkSide,7,5,Y,CompShg,Normal,,WD,Pave,6,966.0,174,1930,2007
None,None,0,8,BrkSide,6,5,Y,CompShg,Normal,,WD,Pave,6,756.0,25,1926,2007
None,None,0,5,OldTown,8,6,Y,CompShg,Normal,,WD,Pave,8,1100.0,0,1918,2007
None,None,0,2,BrkSide,7,6,P,CompShg,Normal,,WD,Pave,7,768.0,0,1920,2007
None,None,0,10,BrkSide,5,5,Y,CompShg,Family,,ConLw,Pave,7,750.0,0,1926,2007
None,None,0,9,OldTown,6,7,Y,CompShg,Normal,,WD,Pave,6,672.0,0,1929,2007
None,None,0,9,OldTown,4,5,Y,CompShg,AdjLand,,WD,Pave,7,592.0,0,1901,2007
None,None,0,9,OldTown,3,5,N,CompShg,AdjLand,,WD,Pave,6,969.0,0,1901,2007
BrkFace,None,0,4,IDOTRR,6,6,Y,CompShg,Normal,,WD,Pave,9,741.0,0,1963,2007
None,None,0,4,IDOTRR,9,7,Y,CompShg,Normal,,WD,Pave,8,976.0,285,1950,2007
None,None,0,5,IDOTRR,5,6,N,CompShg,Normal,,WD,Pave,7,1138.0,0,1915,2007
None,None,0,2,IDOTRR,6,4,Y,CompShg,Abnorml,,COD,Pave,5,808.0,0,1958,2007
None,None,0,9,IDOTRR,1,4,N,CompShg,Abnorml,,COD,Pave,6,771.0,14,1910,2007
None,None,0,4,Sawyer,8,7,Y,CompShg,Normal,,WD,Pave,7,1005.0,521,1937,2007
None,None,0,7,SWISU,6,5,Y,CompShg,Normal,,WD,Pave,4,672.0,0,1942,2007
None,None,0,3,Sawyer,5,5,Y,CompShg,Normal,,WD,Pave,6,925.0,40,1963,2007
BrkFace,None,0,11,Sawyer,5,5,Y,CompShg,Normal,,WD,Pave,6,1420.0,92,1964,2007
None,None,0,7,Sawyer,3,4,N,CompShg,Normal,,WD,Pave,5,1005.0,0,1964,2007
BrkFace,None,0,5,Sawyer,8,5,Y,CompShg,Normal,,WD,Pave,5,980.0,0,1964,2007
BrkFace,None,0,2,Sawyer,4,5,Y,CompShg,Normal,,WD,Pave,6,1040.0,0,1966,2007
None,None,0,5,Sawyer,6,5,Y,CompShg,Normal,,WD,Pave,6,768.0,138,1971,2007
BrkFace,None,0,1,Sawyer,5,5,Y,CompShg,Normal,,WD,Pave,5,876.0,0,1968,2007
BrkFace,None,0,6,Sawyer,5,5,Y,CompShg,Normal,,WD,Pave,5,943.0,132,1967,2007
None,None,0,7,Sawyer,7,5,Y,CompShg,Normal,,WD,Pave,6,912.0,204,1966,2007
None,None,0,12,Sawyer,5,5,Y,CompShg,Normal,,WD,Pave,6,1240.0,0,1956,2007
BrkFace,Shed,500,5,Sawyer,4,5,Y,CompShg,Normal,,WD,Pave,11,671.0,128,1920,2007
None,None,0,7,Sawyer,8,7,Y,CompShg,Normal,,WD,Pave,6,680.0,0,1940,2007
None,None,0,10,Sawyer,5,6,Y,CompShg,Normal,,WD,Pave,6,967.0,81,1954,2007
BrkFace,None,0,10,Sawyer,6,5,Y,CompShg,Normal,,WD,Pave,6,1158.0,0,1958,2007
None,None,0,5,Sawyer,7,4,Y,CompShg,Normal,,WD,Pave,5,0.0,0,1945,2007
BrkFace,None,0,2,ClearCr,5,6,Y,CompShg,Normal,,WD,Pave,7,1190.0,0,1984,2007
None,None,0,7,Edwards,7,5,Y,CompShg,Normal,,WD,Pave,6,409.0,0,1948,2007
None,None,0,3,Edwards,5,5,P,CompShg,Normal,,COD,Pave,6,1073.0,0,1953,2007
None,None,0,7,Edwards,5,4,N,CompShg,Normal,,WD,Pave,4,484.0,0,1946,2007
Stone,None,0,7,ClearCr,7,6,Y,CompShg,Normal,,WD,Pave,6,1288.0,0,1954,2007
None,None,0,5,Edwards,6,6,Y,CompShg,Normal,,WD,Pave,6,988.0,366,1954,2007
None,None,0,5,SWISU,5,5,Y,CompShg,Normal,,WD,Pave,6,864.0,0,1958,2007
None,None,0,8,Edwards,5,4,N,CompShg,Normal,,WD,Pave,5,0.0,0,1958,2007
BrkFace,None,0,7,Edwards,6,5,Y,CompShg,Normal,,WD,Pave,5,1038.0,0,1984,2007
None,None,0,4,Edwards,6,5,Y,CompShg,Normal,,WD,Pave,7,1342.0,0,1951,2007
None,None,0,7,Edwards,6,5,Y,CompShg,Normal,,WD,Pave,7,1080.0,0,1951,2007
None,None,0,3,Edwards,5,4,P,CompShg,Normal,,WD,Pave,7,951.0,0,1920,2007
None,None,0,4,SawyerW,5,6,P,CompShg,Normal,,WD,Pave,7,1105.0,0,1984,2007
None,None,0,7,SawyerW,5,7,Y,CompShg,Normal,,CWD,Pave,7,779.0,202,1994,2007
Stone,None,0,9,CollgCr,5,8,Y,CompShg,Partial,,New,Pave,7,1643.0,204,2007,2007
None,None,0,6,CollgCr,5,8,Y,CompShg,Partial,,New,Pave,8,2140.0,136,2006,2007
Stone,None,0,9,CollgCr,5,8,Y,CompShg,Partial,,New,Pave,7,1643.0,192,2007,2007
BrkFace,None,0,6,CollgCr,5,7,Y,CompShg,Normal,,WD,Pave,7,1546.0,144,2005,2007
BrkFace,None,0,6,CollgCr,5,8,Y,CompShg,Normal,,WD,Pave,7,1489.0,144,2006,2007
None,None,0,7,CollgCr,5,7,Y,CompShg,Normal,,WD,Pave,6,1270.0,0,2005,2007
None,None,0,10,CollgCr,5,7,Y,CompShg,Normal,,WD,Pave,7,879.0,164,2005,2007
BrkFace,None,0,5,SawyerW,5,7,Y,CompShg,Normal,,WD,Pave,7,929.0,108,1988,2007
None,None,0,5,ClearCr,6,8,Y,WdShngl,Normal,,WD,Pave,5,966.0,646,1976,2007
None,None,0,8,CollgCr,5,5,Y,CompShg,Normal,,WD,Pave,6,1022.0,0,1994,2007
None,None,0,5,CollgCr,6,6,Y,CompShg,Normal,,WD,Pave,6,635.0,142,1997,2007
None,None,0,7,CollgCr,7,5,Y,CompShg,Normal,,WD,Pave,5,990.0,256,1994,2007
None,None,0,7,CollgCr,5,5,Y,CompShg,Normal,,WD,Pave,6,1097.0,306,1996,2007
None,None,0,3,CollgCr,5,7,Y,CompShg,Normal,,WD,Pave,7,988.0,202,1999,2007
BrkFace,None,0,3,CollgCr,5,7,Y,CompShg,Normal,,WD,Pave,7,853.0,0,1998,2007
None,None,0,2,CollgCr,5,7,Y,CompShg,Normal,,WD,Pave,7,845.0,0,2001,2007
BrkFace,None,0,7,CollgCr,5,7,Y,CompShg,Normal,,WD,Pave,7,985.0,193,2000,2007
None,None,0,8,CollgCr,5,5,Y,CompShg,Family,,WD,Pave,5,864.0,0,1974,2007
BrkFace,None,0,7,CollgCr,5,5,Y,CompShg,Normal,,WD,Pave,6,1015.0,127,1976,2007
BrkFace,None,0,6,CollgCr,7,5,Y,CompShg,Normal,,WD,Pave,6,995.0,0,1977,2007
None,None,0,1,CollgCr,5,5,Y,CompShg,Normal,,WD,Pave,5,1040.0,0,1977,2007
None,None,0,1,CollgCr,4,5,Y,CompShg,Normal,,WD,Pave,5,876.0,0,1977,2007
None,None,0,9,CollgCr,6,5,Y,CompShg,Normal,,Con,Pave,5,864.0,0,1975,2007
None,None,0,9,CollgCr,5,5,Y,CompShg,Normal,,WD,Pave,5,864.0,155,1972,2007
